Order Date,Order ID,Customer ID,Segment,City,Region,Category,Sub-Category,Quantity,Unit Price,Discount,Sales,Cost,Profit
2024-09-10,ORD-20240910-6491,C-72277,Corporate,Phoenix,North,Electronics,Accessories,3,66.45,0.0,199.35,102.44,96.91
2024-09-10,ORD-20240910-2193,C-29342,Home Office,New York,West,Furniture,Storage,3,86.27,0.2,207.05,128.35,78.7
2024-09-10,ORD-20240910-2746,C-25906,Home Office,Houston,West,Electronics,Phones,2,49.1,0.0,98.2,76.13,22.07
2024-09-10,ORD-20240910-3184,C-76162,Home Office,Houston,West,Office Supplies,Writing,1,15.46,0.2,12.37,8.46,3.91
2024-09-10,ORD-20240910-9976,C-78327,Corporate,Houston,West,Electronics,Accessories,1,62.88,0.1,56.59,41.3,15.29
2024-09-10,ORD-20240910-4919,C-20561,Home Office,Los Angeles,East,Furniture,Chairs,2,69.41,0.1,124.94,95.94,29.0
2024-09-10,ORD-20240910-3471,C-71069,Consumer,Houston,South,Furniture,Storage,2,41.23,0.2,65.97,39.53,26.44
2024-09-10,ORD-20240910-2020,C-10772,Home Office,Chicago,South,Furniture,Tables,3,48.35,0.3,101.53,62.35,39.18
2024-09-10,ORD-20240910-5892,C-45774,Home Office,Houston,West,Furniture,Storage,2,5.36,0.0,10.72,6.93,3.79
2024-09-10,ORD-20240910-8956,C-26728,Home Office,Phoenix,North,Furniture,Tables,2,27.03,0.0,54.06,40.66,13.4
2024-09-10,ORD-20240910-9751,C-70515,Home Office,Los Angeles,North,Furniture,Storage,2,41.06,0.2,65.7,35.52,30.18
2024-09-10,ORD-20240910-1823,C-65255,Consumer,Chicago,East,Furniture,Tables,2,56.37,0.2,90.19,52.62,37.57
2024-09-10,ORD-20240910-2341,C-95426,Home Office,New York,West,Electronics,Accessories,5,69.8,0.0,349.0,242.57,106.43
2024-09-10,ORD-20240910-1508,C-38569,Home Office,Houston,South,Electronics,Phones,3,60.62,0.0,181.86,121.7,60.16
2024-09-10,ORD-20240910-5198,C-24168,Home Office,Phoenix,East,Electronics,Accessories,4,41.01,0.0,164.04,129.5,34.54
2024-09-10,ORD-20240910-1420,C-92213,Corporate,Los Angeles,East,Office Supplies,Writing,1,73.95,0.0,73.95,50.11,23.84
2024-09-10,ORD-20240910-2669,C-66148,Consumer,Chicago,East,Office Supplies,Writing,3,19.05,0.0,57.15,34.53,22.62
2024-09-10,ORD-20240910-2129,C-67080,Corporate,Los Angeles,East,Electronics,Laptops,5,89.17,0.2,356.68,254.02,102.66
2024-09-10,ORD-20240910-9548,C-42177,Corporate,New York,East,Office Supplies,Writing,1,60.23,0.3,42.16,24.47,17.69
2024-09-10,ORD-20240910-5569,C-52600,Home Office,Los Angeles,West,Electronics,Laptops,2,34.41,0.0,68.82,44.62,24.2
2024-09-10,ORD-20240910-8988,C-77715,Corporate,Los Angeles,South,Furniture,Tables,2,83.08,0.1,149.54,99.7,49.84
2024-09-10,ORD-20240910-2402,C-74332,Corporate,Houston,South,Office Supplies,Binders,2,43.7,0.2,69.92,48.51,21.41
2024-09-10,ORD-20240910-1282,C-82544,Corporate,Phoenix,North,Furniture,Chairs,2,30.04,0.3,42.06,25.69,16.37
2024-09-11,ORD-20240911-7971,C-51359,Corporate,New York,East,Furniture,Storage,2,68.86,0.0,137.72,98.66,39.06
2024-09-11,ORD-20240911-9779,C-23176,Home Office,Los Angeles,South,Electronics,Phones,1,53.98,0.3,37.79,25.66,12.13
2024-09-11,ORD-20240911-5853,C-17146,Corporate,Phoenix,South,Furniture,Chairs,4,52.74,0.1,189.86,97.52,92.34
2024-09-11,ORD-20240911-5786,C-54657,Consumer,Los Angeles,South,Office Supplies,Binders,3,26.58,0.2,63.79,41.06,22.73
2024-09-11,ORD-20240911-1841,C-83772,Consumer,Chicago,East,Furniture,Chairs,2,55.73,0.0,111.46,60.8,50.66
2024-09-11,ORD-20240911-2395,C-59856,Corporate,Houston,South,Electronics,Accessories,1,22.61,0.0,22.61,16.57,6.04
2024-09-11,ORD-20240911-8253,C-37235,Corporate,Los Angeles,East,Office Supplies,Binders,2,46.32,0.0,92.64,72.66,19.98
2024-09-11,ORD-20240911-5335,C-87832,Consumer,Houston,North,Electronics,Phones,2,45.32,0.2,72.51,46.05,26.46
2024-09-11,ORD-20240911-5771,C-44675,Home Office,Phoenix,North,Electronics,Laptops,2,98.5,0.0,197.0,139.12,57.88
2024-09-11,ORD-20240911-4241,C-31747,Consumer,Chicago,West,Electronics,Accessories,1,6.26,0.0,6.26,3.26,3.0
2024-09-11,ORD-20240911-5728,C-74722,Home Office,Houston,West,Electronics,Laptops,2,73.92,0.1,133.06,86.51,46.55
2024-09-11,ORD-20240911-2317,C-85392,Corporate,Phoenix,North,Furniture,Storage,2,46.53,0.0,93.06,73.38,19.68
2024-09-11,ORD-20240911-1339,C-86720,Consumer,Houston,East,Office Supplies,Paper,1,56.69,0.1,51.02,28.29,22.73
2024-09-11,ORD-20240911-9056,C-74942,Corporate,Chicago,North,Furniture,Tables,2,82.25,0.0,164.5,98.53,65.97
2024-09-11,ORD-20240911-7561,C-10150,Corporate,Phoenix,North,Furniture,Chairs,2,62.41,0.2,99.86,75.84,24.02
2024-09-11,ORD-20240911-8569,C-36680,Home Office,Chicago,West,Electronics,Phones,1,82.07,0.2,65.66,47.8,17.86
2024-09-11,ORD-20240911-9998,C-30758,Home Office,Chicago,South,Furniture,Tables,2,50.58,0.3,70.81,52.38,18.43
2024-09-11,ORD-20240911-1224,C-48254,Consumer,Phoenix,West,Electronics,Phones,2,53.0,0.0,106.0,68.85,37.15
2024-09-11,ORD-20240911-5479,C-76616,Consumer,Los Angeles,West,Furniture,Tables,2,53.75,0.0,107.5,83.48,24.02
2024-09-11,ORD-20240911-2143,C-86011,Home Office,Houston,East,Furniture,Tables,2,51.78,0.1,93.2,70.02,23.18
2024-09-11,ORD-20240911-3434,C-52176,Corporate,Los Angeles,West,Office Supplies,Binders,2,86.85,0.2,138.96,88.46,50.5
2024-09-11,ORD-20240911-4912,C-96991,Consumer,Los Angeles,West,Electronics,Laptops,2,75.74,0.2,121.18,74.63,46.55
2024-09-11,ORD-20240911-9115,C-69890,Home Office,New York,North,Electronics,Accessories,2,60.01,0.2,96.02,50.88,45.14
2024-09-11,ORD-20240911-3361,C-62098,Consumer,New York,West,Office Supplies,Paper,1,62.57,0.1,56.31,38.68,17.63
2024-09-11,ORD-20240911-6383,C-18968,Home Office,Los Angeles,West,Furniture,Storage,3,31.21,0.3,65.54,33.48,32.06
2024-09-11,ORD-20240911-5708,C-49251,Corporate,New York,South,Office Supplies,Paper,4,44.27,0.0,177.08,112.11,64.97
2024-09-11,ORD-20240911-1753,C-99364,Corporate,Los Angeles,East,Electronics,Laptops,2,59.93,0.3,83.9,52.32,31.58
2024-09-11,ORD-20240911-3785,C-70443,Corporate,Chicago,South,Electronics,Accessories,2,37.32,0.3,52.25,28.37,23.88
2024-09-11,ORD-20240911-8529,C-55293,Corporate,Phoenix,East,Office Supplies,Paper,4,28.12,0.0,112.48,58.73,53.75
2024-09-11,ORD-20240911-5901,C-23979,Corporate,Los Angeles,West,Office Supplies,Binders,3,36.24,0.2,86.98,65.76,21.22
2024-09-11,ORD-20240911-7248,C-84177,Home Office,New York,East,Office Supplies,Binders,2,116.28,0.2,186.05,108.35,77.7
2024-09-11,ORD-20240911-9138,C-96400,Corporate,Los Angeles,East,Electronics,Accessories,3,65.93,0.1,178.01,125.2,52.81
2024-09-11,ORD-20240911-2591,C-52823,Consumer,Houston,North,Furniture,Tables,1,30.54,0.0,30.54,23.6,6.94
2024-09-11,ORD-20240911-3877,C-73156,Corporate,Chicago,South,Electronics,Accessories,1,39.34,0.0,39.34,22.7,16.64
2024-09-11,ORD-20240911-6549,C-83048,Consumer,Chicago,North,Furniture,Chairs,3,32.13,0.2,77.11,60.93,16.18
2024-09-11,ORD-20240911-2479,C-93695,Home Office,Chicago,West,Electronics,Laptops,3,66.8,0.1,180.36,121.81,58.55
2024-09-11,ORD-20240911-2775,C-18285,Home Office,Houston,South,Furniture,Chairs,3,28.66,0.3,60.19,34.09,26.1
2024-09-11,ORD-20240911-5951,C-40775,Consumer,Phoenix,West,Electronics,Phones,3,42.94,0.2,103.06,55.12,47.94
2024-09-11,ORD-20240911-3222,C-30253,Home Office,Houston,West,Furniture,Tables,4,37.93,0.3,106.2,66.45,39.75
2024-09-11,ORD-20240911-2622,C-40947,Corporate,Chicago,West,Office Supplies,Binders,3,54.91,0.2,131.78,83.47,48.31
2024-09-11,ORD-20240911-2627,C-69600,Corporate,New York,East,Office Supplies,Writing,3,57.46,0.0,172.38,135.27,37.11
2024-09-11,ORD-20240911-4475,C-82641,Consumer,Los Angeles,North,Electronics,Laptops,4,46.91,0.0,187.64,97.68,89.96
2024-09-11,ORD-20240911-4538,C-80807,Home Office,Chicago,South,Furniture,Chairs,4,50.88,0.0,203.52,162.05,41.47
2024-09-11,ORD-20240911-3858,C-12068,Consumer,Los Angeles,North,Office Supplies,Paper,4,54.12,0.0,216.48,146.48,70.0
2024-09-11,ORD-20240911-5347,C-57453,Corporate,Phoenix,North,Electronics,Accessories,1,43.25,0.2,34.6,21.95,12.65
2024-09-11,ORD-20240911-2786,C-94323,Home Office,New York,West,Office Supplies,Paper,4,61.76,0.3,172.93,102.11,70.82
2024-09-12,ORD-20240912-8847,C-52219,Consumer,Phoenix,West,Furniture,Storage,1,53.35,0.0,53.35,41.07,12.28
2024-09-12,ORD-20240912-3430,C-88301,Home Office,Phoenix,North,Electronics,Laptops,2,26.61,0.1,47.9,29.42,18.48
2024-09-12,ORD-20240912-5831,C-38183,Corporate,Houston,West,Office Supplies,Writing,4,72.7,0.3,203.56,145.8,57.76
2024-09-12,ORD-20240912-8398,C-97177,Corporate,Chicago,South,Furniture,Tables,1,74.03,0.1,66.63,41.85,24.78
2024-09-12,ORD-20240912-7132,C-58843,Consumer,Los Angeles,South,Office Supplies,Binders,3,55.73,0.2,133.75,70.75,63.0
2024-09-12,ORD-20240912-1982,C-16743,Corporate,Chicago,East,Office Supplies,Paper,2,79.43,0.2,127.09,96.64,30.45
2024-09-12,ORD-20240912-6119,C-55890,Home Office,Phoenix,East,Electronics,Accessories,3,85.56,0.0,256.68,193.58,63.1
2024-09-12,ORD-20240912-7022,C-94239,Consumer,Phoenix,North,Furniture,Storage,3,5.0,0.3,10.5,7.18,3.32
2024-09-12,ORD-20240912-1430,C-33777,Corporate,Los Angeles,East,Electronics,Phones,2,29.45,0.1,53.01,32.09,20.92
2024-09-12,ORD-20240912-7566,C-65028,Home Office,Houston,North,Electronics,Accessories,3,48.07,0.3,100.95,56.99,43.96
2024-09-12,ORD-20240912-6585,C-16895,Home Office,Los Angeles,South,Furniture,Tables,1,103.17,0.3,72.22,37.95,34.27
2024-09-12,ORD-20240912-3579,C-45804,Corporate,Los Angeles,North,Office Supplies,Paper,2,59.19,0.3,82.87,52.42,30.45
2024-09-12,ORD-20240912-9394,C-50425,Consumer,New York,North,Furniture,Tables,2,86.84,0.2,138.94,91.43,47.51
2024-09-12,ORD-20240912-4612,C-47938,Consumer,Chicago,West,Office Supplies,Paper,3,107.82,0.0,323.46,235.88,87.58
2024-09-12,ORD-20240912-2965,C-97562,Corporate,Chicago,North,Furniture,Storage,3,71.84,0.0,215.52,140.1,75.42
2024-09-12,ORD-20240912-2180,C-85156,Corporate,Houston,West,Office Supplies,Paper,5,56.62,0.1,254.79,171.4,83.39
2024-09-12,ORD-20240912-7843,C-57428,Consumer,New York,East,Electronics,Laptops,3,46.76,0.3,98.2,62.65,35.55
2024-09-12,ORD-20240912-8155,C-39041,Home Office,Chicago,North,Electronics,Laptops,2,55.92,0.1,100.66,72.85,27.81
2024-09-12,ORD-20240912-3754,C-94599,Consumer,Los Angeles,North,Office Supplies,Writing,2,46.86,0.1,84.35,51.06,33.29
2024-09-12,ORD-20240912-4871,C-92306,Consumer,Houston,North,Electronics,Laptops,3,62.77,0.0,188.31,104.16,84.15
2024-09-12,ORD-20240912-8601,C-18950,Home Office,Houston,West,Office Supplies,Writing,2,23.71,0.1,42.68,23.27,19.41
2024-09-12,ORD-20240912-8245,C-17456,Consumer,Chicago,East,Furniture,Storage,2,57.87,0.2,92.59,58.85,33.74
2024-09-12,ORD-20240912-5703,C-15376,Home Office,Houston,North,Office Supplies,Paper,2,36.27,0.3,50.78,33.83,16.95
2024-09-12,ORD-20240912-4084,C-55015,Home Office,New York,East,Office Supplies,Binders,3,57.26,0.0,171.78,127.68,44.1
2024-09-12,ORD-20240912-9266,C-57696,Home Office,Chicago,South,Electronics,Phones,2,60.25,0.3,84.35,57.61,26.74
2024-09-13,ORD-20240913-7347,C-22387,Home Office,Phoenix,West,Furniture,Storage,4,61.4,0.1,221.04,114.89,106.15
2024-09-13,ORD-20240913-7333,C-86380,Home Office,Los Angeles,East,Furniture,Storage,4,42.47,0.0,169.88,101.93,67.95
2024-09-13,ORD-20240913-6731,C-59372,Home Office,Chicago,East,Office Supplies,Writing,1,71.11,0.0,71.11,42.16,28.95
2024-09-13,ORD-20240913-3093,C-38074,Corporate,Chicago,North,Office Supplies,Writing,2,49.74,0.1,89.53,49.61,39.92
2024-09-13,ORD-20240913-8967,C-80748,Consumer,Phoenix,South,Electronics,Phones,4,72.48,0.0,289.92,189.12,100.8
2024-09-13,ORD-20240913-1618,C-31697,Home Office,Houston,East,Office Supplies,Paper,2,60.4,0.3,84.56,62.8,21.76
2024-09-13,ORD-20240913-1715,C-68841,Home Office,Los Angeles,West,Furniture,Storage,3,77.01,0.1,207.93,150.9,57.03
2024-09-13,ORD-20240913-9749,C-46932,Consumer,Houston,South,Furniture,Tables,1,94.75,0.2,75.8,48.4,27.4
2024-09-13,ORD-20240913-9239,C-82684,Home Office,New York,West,Electronics,Phones,3,64.49,0.2,154.78,117.98,36.8
2024-09-13,ORD-20240913-9452,C-22021,Consumer,Los Angeles,North,Furniture,Chairs,2,103.72,0.0,207.44,155.44,52.0
2024-09-13,ORD-20240913-8391,C-59140,Consumer,Los Angeles,East,Electronics,Laptops,2,64.65,0.2,103.44,82.58,20.86
2024-09-13,ORD-20240913-1461,C-71925,Home Office,Los Angeles,East,Electronics,Accessories,2,62.08,0.0,124.16,72.77,51.39
2024-09-13,ORD-20240913-8685,C-89807,Consumer,Phoenix,West,Office Supplies,Paper,3,52.08,0.0,156.24,103.84,52.4
2024-09-13,ORD-20240913-7934,C-24530,Corporate,Houston,North,Furniture,Chairs,3,62.79,0.3,131.86,84.01,47.85
2024-09-13,ORD-20240913-9782,C-56244,Home Office,Los Angeles,North,Office Supplies,Writing,3,63.9,0.2,153.36,76.75,76.61
2024-09-13,ORD-20240913-7825,C-76535,Consumer,Phoenix,South,Office Supplies,Writing,2,46.52,0.3,65.13,43.2,21.93
2024-09-13,ORD-20240913-1333,C-18855,Home Office,Chicago,West,Furniture,Chairs,2,65.77,0.0,131.54,79.86,51.68
2024-09-13,ORD-20240913-4950,C-32949,Corporate,Houston,North,Office Supplies,Writing,3,67.32,0.1,181.76,135.24,46.52
2024-09-13,ORD-20240913-8840,C-36144,Home Office,New York,South,Electronics,Phones,3,22.72,0.1,61.34,34.38,26.96
2024-09-13,ORD-20240913-6170,C-16265,Home Office,Chicago,East,Office Supplies,Binders,2,51.14,0.0,102.28,59.92,42.36
2024-09-13,ORD-20240913-5476,C-34486,Corporate,Houston,North,Furniture,Tables,2,5.0,0.2,8.0,4.81,3.19
2024-09-13,ORD-20240913-9151,C-33652,Consumer,Phoenix,East,Office Supplies,Binders,2,39.97,0.3,55.96,44.69,11.27
2024-09-13,ORD-20240913-5813,C-31842,Corporate,Houston,East,Electronics,Phones,2,31.87,0.3,44.62,31.92,12.7
2024-09-13,ORD-20240913-6759,C-93560,Corporate,Houston,West,Electronics,Accessories,2,32.35,0.0,64.7,33.81,30.89
2024-09-13,ORD-20240913-6952,C-94562,Home Office,Chicago,South,Electronics,Phones,2,25.85,0.0,51.7,26.89,24.81
2024-09-13,ORD-20240913-6933,C-20077,Home Office,Phoenix,West,Office Supplies,Paper,3,72.46,0.1,195.64,119.65,75.99
2024-09-13,ORD-20240913-3255,C-75410,Home Office,Phoenix,East,Furniture,Tables,2,112.53,0.0,225.06,162.2,62.86
2024-09-13,ORD-20240913-7340,C-74382,Home Office,Los Angeles,North,Furniture,Tables,1,77.75,0.1,69.98,49.56,20.42
2024-09-13,ORD-20240913-3009,C-51889,Consumer,Chicago,South,Electronics,Laptops,3,33.87,0.0,101.61,75.51,26.1
2024-09-13,ORD-20240913-2063,C-76683,Home Office,Los Angeles,East,Furniture,Chairs,2,12.44,0.0,24.88,18.36,6.52
2024-09-13,ORD-20240913-2988,C-82305,Corporate,Los Angeles,South,Electronics,Phones,4,55.22,0.1,198.79,127.27,71.52
2024-09-13,ORD-20240913-2412,C-19666,Home Office,Los Angeles,North,Furniture,Tables,2,20.05,0.2,32.08,23.96,8.12
2024-09-13,ORD-20240913-6194,C-33850,Home Office,Los Angeles,North,Furniture,Tables,2,48.57,0.3,68.0,47.05,20.95
2024-09-13,ORD-20240913-8088,C-78012,Consumer,Chicago,North,Electronics,Accessories,2,64.01,0.0,128.02,77.3,50.72
2024-09-13,ORD-20240913-2292,C-75873,Home Office,Los Angeles,East,Electronics,Accessories,2,84.6,0.3,118.44,78.18,40.26
2024-09-13,ORD-20240913-3526,C-13718,Home Office,New York,South,Office Supplies,Writing,3,36.89,0.3,77.47,39.69,37.78
2024-09-13,ORD-20240913-1744,C-81509,Home Office,Chicago,East,Office Supplies,Paper,1,67.86,0.2,54.29,41.62,12.67
2024-09-13,ORD-20240913-5949,C-64476,Corporate,Houston,West,Electronics,Accessories,2,59.3,0.0,118.6,64.92,53.68
2024-09-13,ORD-20240913-8609,C-27139,Consumer,Chicago,South,Furniture,Storage,2,86.76,0.1,156.17,123.78,32.39
2024-09-13,ORD-20240913-9437,C-48038,Corporate,Houston,North,Furniture,Chairs,3,69.01,0.0,207.03,109.53,97.5
2024-09-13,ORD-20240913-7850,C-77466,Home Office,Houston,South,Electronics,Laptops,2,34.04,0.0,68.08,44.22,23.86
2024-09-14,ORD-20240914-6055,C-16377,Corporate,New York,West,Electronics,Phones,1,47.77,0.0,47.77,32.24,15.53
2024-09-14,ORD-20240914-5609,C-44664,Home Office,Chicago,West,Office Supplies,Writing,1,55.7,0.0,55.7,35.05,20.65
2024-09-14,ORD-20240914-7606,C-60639,Consumer,Phoenix,East,Electronics,Laptops,2,42.97,0.3,60.16,35.29,24.87
2024-09-14,ORD-20240914-8378,C-54444,Home Office,Phoenix,East,Office Supplies,Writing,4,96.13,0.2,307.62,188.25,119.37
2024-09-14,ORD-20240914-6990,C-53652,Home Office,Houston,South,Electronics,Accessories,2,54.16,0.0,108.32,58.61,49.71
2024-09-14,ORD-20240914-9508,C-90805,Home Office,Chicago,West,Electronics,Accessories,4,94.54,0.1,340.34,186.76,153.58
2024-09-14,ORD-20240914-6511,C-64596,Corporate,Phoenix,West,Office Supplies,Writing,2,50.72,0.1,91.3,64.11,27.19
2024-09-14,ORD-20240914-6040,C-16731,Corporate,Phoenix,North,Office Supplies,Binders,4,41.02,0.3,114.86,77.33,37.53
2024-09-14,ORD-20240914-8871,C-41745,Home Office,New York,South,Office Supplies,Writing,1,17.23,0.0,17.23,12.86,4.37
2024-09-14,ORD-20240914-2800,C-90147,Corporate,Houston,South,Electronics,Laptops,2,62.6,0.0,125.2,78.01,47.19
2024-09-14,ORD-20240914-2020,C-32699,Home Office,Houston,South,Office Supplies,Paper,2,82.81,0.3,115.93,71.07,44.86
2024-09-14,ORD-20240914-9734,C-35200,Home Office,Los Angeles,East,Office Supplies,Binders,3,10.44,0.1,28.19,19.25,8.94
2024-09-14,ORD-20240914-5571,C-55718,Corporate,Phoenix,East,Electronics,Laptops,2,13.25,0.2,21.2,12.62,8.58
2024-09-14,ORD-20240914-5480,C-29198,Home Office,Chicago,East,Electronics,Accessories,1,35.75,0.2,28.6,21.32,7.28
2024-09-14,ORD-20240914-1689,C-80592,Corporate,Chicago,East,Office Supplies,Paper,4,33.22,0.2,106.3,59.97,46.33
2024-09-14,ORD-20240914-5450,C-40518,Home Office,New York,South,Electronics,Accessories,2,40.33,0.3,56.46,32.05,24.41
2024-09-14,ORD-20240914-2641,C-30701,Corporate,Houston,West,Furniture,Storage,4,75.34,0.0,301.36,237.88,63.48
2024-09-14,ORD-20240914-8793,C-40437,Corporate,Phoenix,West,Office Supplies,Paper,2,82.48,0.0,164.96,114.76,50.2
2024-09-14,ORD-20240914-1611,C-47941,Consumer,New York,South,Furniture,Chairs,4,49.55,0.2,158.56,88.14,70.42
2024-09-14,ORD-20240914-1151,C-81211,Consumer,Phoenix,East,Office Supplies,Writing,3,40.19,0.2,96.46,76.85,19.61
2024-09-14,ORD-20240914-9092,C-94972,Corporate,Chicago,South,Office Supplies,Binders,3,61.44,0.0,184.32,132.59,51.73
2024-09-14,ORD-20240914-4050,C-93719,Corporate,Houston,North,Office Supplies,Binders,1,32.62,0.0,32.62,22.29,10.33
2024-09-14,ORD-20240914-8007,C-42512,Home Office,New York,East,Electronics,Laptops,5,89.89,0.2,359.56,214.69,144.87
2024-09-14,ORD-20240914-5272,C-95679,Corporate,Chicago,West,Electronics,Laptops,3,43.96,0.3,92.32,46.48,45.84
2024-09-14,ORD-20240914-4871,C-50760,Corporate,New York,North,Office Supplies,Paper,2,73.89,0.3,103.45,80.37,23.08
2024-09-14,ORD-20240914-5833,C-89395,Consumer,Chicago,East,Office Supplies,Paper,4,42.45,0.2,135.84,98.39,37.45
2024-09-14,ORD-20240914-7813,C-20730,Consumer,Phoenix,West,Office Supplies,Writing,3,12.35,0.3,25.93,19.76,6.17
2024-09-14,ORD-20240914-8319,C-80341,Consumer,Los Angeles,East,Electronics,Accessories,4,61.91,0.3,173.35,97.19,76.16
